25.384,26.564,27.744,28.924,30.105,31.285,32.466,33.647,34.828,36.009,37.191,38.372,39.554,40.736,41.918,43.101,44.283,45.64,46.99,48.355,49.704,51.005,52.242,53.451,54.593,55.665,56.683,57.649,58.513,59.3,60.09,60.832,61.456,62.077,62.589,63.067,63.513,63.902,64.209,64.46,64.653,64.869,65.007,65.137,65.191,65.17,65.066,65.008,64.845,64.606,64.316,63.953,63.505,63.009,62.5,61.952,61.289,60.619,59.851,59.089,58.256,57.435,56.539,55.608,54.608,53.595,52.519,51.423,50.351,49.239,48.11,46.958,45.868,44.781,43.635,42.489,41.338,40.177,39.034,37.935,36.842,35.76,34.712,33.69,32.777,31.894,31.042,30.222,29.432,28.672,27.944,27.247,26.58,25.945,25.34,24.766,24.223,23.71,23.229,22.778,36.925,40.983,45.047,49.116,53.193,57.275,61.363,65.457,69.558,73.664,77.776,81.895,86.02,90.15,94.287,98.43,102.58,107.47,112.28,117.09,121.84,126.31,130.67,134.82,138.77,142.55,146.26,149.66,152.61,155.3,158.07,160.73,162.95,165.27,167.12,168.94,170.56,172.04,173.08,173.98,174.63,175.26,175.75,176.08,176.29,176.19,175.79,175.63,175.04,174.26,173.15,171.89,170.19,168.41,166.54,164.63,162.34,159.92,157.15,154.41,151.46,148.74,145.64,142.35,138.83,135.33,131.61,127.82,124.09,120.25,116.22,112.22,108.39,104.62,100.62,96.569,92.635,88.48,84.512,80.726,76.868,73.141,69.594,65.988,62.823,59.766,56.817,53.976,51.244,48.619,46.104,43.696,41.397,39.206,37.124,35.149,33.283,31.526,29.876,28.335,104.44,108.59,112.75,116.9,121.06,125.22,129.37,133.53,137.69,141.84,146,150.16,154.31,158.47,162.63,166.78,170.94,175.7,180.47,185.25,190,194.54,198.89,203.11,207.14,210.89,214.5,217.94,220.94,223.67,226.42,229.1,231.31,233.4,235.16,236.8,238.35,239.71,240.73,241.56,242.24,242.99,243.46,243.9,244.16,244.01,243.61,243.41,242.83,242.01,241.04,239.83,238.28,236.5,234.78,232.83,230.55,228.24,225.55,222.89,219.95,217.05,213.98,210.71,207.16,203.61,199.9,196.02,192.21,188.3,184.31,180.24,176.4,172.6,168.59,164.6,160.55,156.5,152.51,148.63,144.84,141.12,137.5,133.87,130.69,127.61,124.64,121.79,119.04,116.4,113.87,111.45,109.13,106.93,104.84,102.85,100.98,99.21,97.552,96.003,1
27.726,28.855,29.984,31.111,32.238,33.363,34.488,35.613,36.736,37.858,38.98,40.101,41.221,42.34,43.459,44.576,45.693,46.959,48.263,49.536,50.778,51.967,53.127,54.281,55.353,56.415,57.327,58.196,59.047,59.852,60.593,61.27,61.906,62.492,62.982,63.426,63.846,64.242,64.578,64.88,65.104,65.258,65.402,65.482,65.505,65.475,65.354,65.266,65.132,64.904,64.635,64.314,63.912,63.491,63.034,62.515,61.882,61.274,60.607,59.929,59.211,58.437,57.552,56.666,55.745,54.753,53.733,52.742,51.688,50.65,49.585,48.451,47.33,46.179,45.039,43.868,42.678,41.554,40.443,39.329,38.255,37.156,36.12,35.108,34.205,33.333,32.49,31.678,30.896,30.144,29.423,28.732,28.071,27.441,26.841,26.271,25.731,25.222,24.743,24.294,45.304,49.244,53.181,57.115,61.046,64.973,68.898,72.82,76.739,80.654,84.567,88.477,92.383,96.287,100.19,104.08,107.98,112.53,117.11,121.65,126.01,130.17,134.19,138.05,141.78,145.47,148.51,151.55,154.43,157.26,159.78,161.99,164.2,166.08,167.67,169.1,170.61,171.98,173.24,174.14,175.01,175.65,176.02,176.41,176.55,176.46,176.14,175.91,175.45,174.65,173.66,172.45,171.03,169.61,167.99,166.04,163.93,161.88,159.56,157.25,154.67,151.98,148.91,145.74,142.55,139.19,135.71,132.39,128.83,125.25,121.6,117.66,113.88,109.99,106.14,102.29,98.161,94.198,90.383,86.539,82.708,78.918,75.242,71.614,68.436,65.355,62.373,59.489,56.703,54.015,51.426,48.934,46.54,44.245,42.047,39.948,37.947,36.044,34.239,32.532,113.2,117.13,121.04,124.96,128.88,132.79,136.71,140.62,144.53,148.44,152.35,156.26,160.16,164.07,167.97,171.87,175.78,180.15,184.69,189.2,193.51,197.65,201.69,205.83,209.57,213.38,216.58,219.63,222.63,225.49,228.07,230.4,232.66,234.66,236.37,237.91,239.39,240.84,241.99,242.99,243.78,244.36,244.78,245.01,245.15,245.01,244.57,244.22,243.74,243,242.05,240.95,239.52,238.08,236.58,234.84,232.67,230.6,228.27,225.96,223.48,220.84,217.71,214.62,211.41,207.89,204.31,200.81,197.16,193.56,189.78,185.78,181.85,177.84,173.84,169.71,165.54,161.58,157.66,153.71,149.94,146.11,142.41,138.87,135.7,132.65,129.71,126.88,124.16,121.55,119.05,116.65,114.37,112.2,110.14,108.19,106.34,104.61,102.99,101.48,1
26.556,27.729,28.9,30.07,31.238,32.404,33.569,34.732,35.894,37.054,38.212,39.369,40.524,41.678,42.83,43.98,45.128,46.442,47.768,49.103,50.382,51.604,52.849,54.028,55.111,56.084,57.021,57.937,58.779,59.553,60.245,60.887,61.492,62.054,62.585,63.068,63.503,63.848,64.217,64.508,64.747,64.932,65.053,65.155,65.278,65.249,65.215,65.079,64.947,64.774,64.513,64.195,63.791,63.374,62.909,62.315,61.731,61.038,60.359,59.575,58.715,57.862,56.932,55.995,55.056,54.03,52.991,51.935,50.883,49.773,48.679,47.494,46.36,45.177,44.044,42.964,41.797,40.656,39.567,38.454,37.396,36.338,35.267,34.296,33.394,32.52,31.676,30.86,30.073,29.315,28.586,27.885,27.214,26.571,25.957,25.372,24.816,24.289,23.79,23.32,40.266,44.515,48.748,52.965,57.167,61.352,65.521,69.675,73.812,77.934,82.039,86.129,90.203,94.261,98.303,102.33,106.34,110.8,115.28,119.87,124.36,128.57,132.97,137.07,140.91,144.11,147.39,150.48,153.39,156.06,158.36,160.63,162.71,164.72,166.78,168.64,170.4,171.59,172.89,174.08,174.98,175.63,176.06,176.46,176.87,176.71,176.58,176.18,175.69,174.93,173.95,172.72,171.27,169.66,168.01,165.78,163.65,161.1,158.74,155.87,152.82,149.84,146.68,143.51,140.23,136.7,133.12,129.34,125.63,121.71,117.99,113.83,110.01,105.86,101.91,98.124,94.044,90.156,86.416,82.562,78.914,75.159,71.291,67.826,64.67,61.618,58.67,55.826,53.086,50.45,47.918,45.49,43.166,40.946,38.83,36.818,34.91,33.106,31.406,29.811,108.88,112.97,117.07,121.15,125.24,129.31,133.39,137.45,141.51,145.57,149.62,153.67,157.71,161.74,165.77,169.8,173.82,178.42,183.08,187.73,192.25,196.59,200.97,205.08,208.89,212.25,215.6,218.79,221.75,224.5,226.89,229.12,231.25,233.18,235.02,236.64,238.12,239.35,240.52,241.56,242.4,243.07,243.54,243.9,244.33,244.25,244.13,243.62,243.12,242.5,241.61,240.48,239.12,237.63,235.92,233.81,231.73,229.31,226.95,224.22,221.28,218.34,215.04,211.77,208.48,204.95,201.37,197.65,194,190.11,186.27,182.13,178.15,174.03,170.09,166.35,162.24,158.32,154.45,150.57,146.87,143.15,139.36,135.91,132.75,129.69,126.73,123.88,121.13,118.48,115.94,113.49,111.15,108.91,106.78,104.74,102.81,100.99,99.259,97.636,1
26.047,27.212,28.378,29.544,30.71,31.877,33.045,34.214,35.382,36.552,37.722,38.893,40.064,41.236,42.408,43.581,44.754,46.13,47.539,48.864,50.138,51.427,52.656,53.834,54.954,56.06,57.035,57.957,58.805,59.648,60.415,61.074,61.72,62.313,62.797,63.255,63.682,64.079,64.418,64.749,64.966,65.111,65.247,65.324,65.342,65.301,65.264,65.14,64.998,64.79,64.507,64.164,63.784,63.354,62.79,62.213,61.575,60.909,60.19,59.477,58.651,57.825,56.921,55.931,55.016,54.034,52.948,51.888,50.797,49.75,48.622,47.506,46.369,45.219,44.042,42.867,41.738,40.587,39.44,38.341,37.207,36.089,35.072,34.082,33.173,32.292,31.442,30.621,29.829,29.067,28.335,27.632,26.959,26.316,25.702,25.118,24.563,24.038,23.542,23.076,40.554,44.441,48.344,52.26,56.192,60.138,64.098,68.074,72.064,76.068,80.087,84.121,88.17,92.233,96.311,100.4,104.51,109.36,114.41,119.07,123.69,128.37,132.7,136.94,140.71,144.73,148.29,151.56,154.47,157.32,160.08,162.22,164.56,166.53,168.11,169.61,171.11,172.39,173.46,174.41,175.03,175.38,175.75,176.06,176.08,175.8,175.51,175.17,174.68,174.05,173.21,172.16,170.9,169.49,167.48,165.52,163.35,161.19,158.71,156.27,153.43,150.61,147.58,144.09,140.93,137.53,133.68,129.92,126.06,122.38,118.35,114.52,110.5,106.56,102.42,98.191,94.159,89.995,86.074,82.313,78.243,74.452,70.85,67.416,64.212,61.109,58.107,55.206,52.406,49.707,47.109,44.613,42.218,39.924,37.73,35.639,33.648,31.758,29.97,28.283,107.26,111.32,115.38,119.44,123.51,127.57,131.65,135.72,139.79,143.87,147.95,152.04,156.12,160.21,164.3,168.39,172.49,177.25,182.21,186.94,191.39,195.88,200.2,204.28,208.24,212.12,215.56,218.76,221.73,224.68,227.32,229.61,231.91,233.93,235.59,237.21,238.8,240.2,241.41,242.54,243.38,243.88,244.4,244.76,244.84,244.65,244.54,244.1,243.57,242.83,241.89,240.72,239.38,237.95,235.98,233.92,231.72,229.43,226.99,224.44,221.53,218.6,215.41,211.97,208.83,205.34,201.55,197.89,194.1,190.4,186.46,182.56,178.53,174.41,170.28,166.17,162.16,158.07,154.11,150.28,146.34,142.39,138.81,135.37,132.18,129.1,126.12,123.25,120.48,117.82,115.26,112.8,110.45,108.21,106.07,104.03,102.09,100.27,98.54,96.92,1
27.246,28.344,29.444,30.547,31.652,32.76,33.87,34.983,36.098,37.216,38.337,39.459,40.585,41.713,42.843,43.976,45.111,46.45,47.733,49.09,50.407,51.608,52.781,53.959,55.078,56.154,57.182,58.09,58.953,59.754,60.493,61.169,61.766,62.346,62.844,63.328,63.773,64.198,64.531,64.783,65.039,65.205,65.289,65.418,65.425,65.444,65.368,65.272,65.051,64.878,64.643,64.33,63.914,63.43,62.977,62.411,61.843,61.191,60.487,59.733,58.956,58.127,57.207,56.271,55.352,54.379,53.357,52.375,51.316,50.198,49.088,47.912,46.773,45.609,44.434,43.332,42.182,41.069,39.929,38.831,37.718,36.717,35.71,34.67,33.779,32.919,32.092,31.296,30.532,29.8,29.1,28.431,27.795,27.19,26.617,26.076,25.567,25.09,24.644,24.23,43.249,47.089,50.939,54.799,58.668,62.547,66.436,70.335,74.244,78.162,82.09,86.028,89.976,93.934,97.901,101.88,105.86,110.63,115.1,119.81,124.46,128.72,132.82,137.16,141.18,145.04,148.64,151.91,155.03,157.73,160.37,162.65,164.62,166.58,168.32,169.99,171.52,173.13,174.4,175.28,176.16,176.77,177,177.36,177.3,177.39,177.06,176.64,175.79,175.07,174.14,173.06,171.62,169.97,168.52,166.71,164.83,162.5,160.11,157.6,154.92,152,148.79,145.41,142.2,138.8,135.16,131.75,128.01,124.1,120.23,116.07,112.14,108.15,103.94,100.04,95.887,91.936,87.808,83.732,79.819,76.145,72.622,69.033,65.908,62.904,60.023,57.262,54.624,52.107,49.711,47.437,45.284,43.253,41.344,39.556,37.89,36.345,34.922,33.62,111.74,115.55,119.37,123.2,127.03,130.88,134.74,138.61,142.48,146.37,150.27,154.18,158.1,162.03,165.96,169.91,173.87,178.53,182.98,187.78,192.41,196.61,200.68,204.79,208.65,212.45,216.02,219.27,222.27,225.09,227.73,230.08,232.21,234.16,235.85,237.55,239.18,240.63,241.82,242.66,243.62,244.21,244.55,244.98,245,245.03,244.79,244.51,243.69,243.06,242.26,241.15,239.71,237.96,236.38,234.42,232.42,230.2,227.73,225.09,222.32,219.37,216.17,212.84,209.56,206.12,202.58,199.19,195.54,191.59,187.7,183.59,179.68,175.63,171.51,167.69,163.68,159.81,155.86,152.05,148.12,144.63,141.1,137.51,134.4,131.4,128.51,125.73,123.07,120.51,118.06,115.73,113.5,111.39,109.38,107.49,105.71,104.03,102.47,101.02,1
25.743,26.922,28.101,29.28,30.459,31.638,32.818,33.997,35.177,36.356,37.536,38.716,39.896,41.076,42.256,43.436,44.616,46.01,47.327,48.632,49.926,51.238,52.462,53.692,54.83,55.93,56.944,57.877,58.733,59.564,60.364,61.118,61.765,62.346,62.878,63.392,63.865,64.302,64.65,64.942,65.178,65.367,65.502,65.557,65.62,65.591,65.505,65.391,65.144,64.926,64.601,64.239,63.827,63.346,62.82,62.213,61.561,60.862,60.073,59.298,58.494,57.667,56.803,55.877,54.885,53.916,52.929,51.945,50.863,49.791,48.647,47.5,46.399,45.269,44.103,42.995,41.818,40.691,39.567,38.396,37.293,36.236,35.184,34.118,33.208,32.33,31.484,30.669,29.886,29.134,28.414,27.726,27.069,26.444,25.85,25.288,24.758,24.259,23.792,23.356,37.244,41.48,45.711,49.937,54.158,58.374,62.584,66.789,70.989,75.184,79.374,83.559,87.738,91.912,96.081,100.25,104.4,109.3,114.02,118.62,123.05,127.6,131.88,136.08,139.99,143.7,147.29,150.63,153.49,156.42,159.11,161.81,164.06,166.09,167.98,169.82,171.7,173.3,174.47,175.46,176.32,177.08,177.64,178,178.41,178.41,178.11,177.76,177.02,176.2,174.93,173.49,171.92,170.21,168.32,166.03,163.75,161.32,158.59,155.78,152.8,149.88,146.72,143.44,139.99,136.58,133.09,129.64,125.96,122.15,118.15,114.22,110.45,106.43,102.44,98.69,94.721,90.771,86.86,82.748,78.83,75.15,71.573,67.914,64.711,61.61,58.612,55.717,52.925,50.236,47.649,45.166,42.785,40.507,38.332,36.26,34.291,32.425,30.662,29.001,105.85,109.97,114.1,118.22,122.35,126.48,130.62,134.75,138.89,143.03,147.17,151.32,155.47,159.62,163.77,167.93,172.09,177.03,181.73,186.31,190.92,195.49,199.78,204.13,208.23,212.13,215.68,218.96,221.89,224.83,227.64,230.27,232.49,234.46,236.24,238.03,239.67,241.24,242.43,243.4,244.22,244.88,245.35,245.5,245.77,245.66,245.41,245.01,244.12,243.39,242.18,240.87,239.38,237.65,235.85,233.77,231.52,229.07,226.25,223.55,220.65,217.75,214.71,211.44,207.95,204.57,201.13,197.68,193.88,190.14,186.1,182.18,178.4,174.42,170.38,166.46,162.35,158.36,154.42,150.3,146.52,142.8,139.14,135.46,132.28,129.22,126.26,123.41,120.68,118.05,115.53,113.13,110.83,108.64,106.57,104.6,102.74,101,99.36,97.833,1
27.021,28.172,29.321,30.47,31.619,32.767,33.915,35.062,36.209,37.355,38.501,39.647,40.791,41.936,43.08,44.223,45.366,46.69,47.967,49.226,50.515,51.757,52.934,54.115,55.211,56.275,57.243,58.141,59.034,59.783,60.551,61.256,61.917,62.448,62.963,63.446,63.93,64.28,64.589,64.872,65.115,65.333,65.425,65.53,65.529,65.503,65.434,65.28,65.147,64.935,64.645,64.342,63.97,63.504,63.011,62.478,61.86,61.238,60.533,59.778,59.011,58.163,57.307,56.394,55.487,54.509,53.504,52.449,51.378,50.273,49.197,48.045,46.936,45.746,44.567,43.433,42.235,41.122,40.004,38.865,37.81,36.749,35.719,34.718,33.81,32.93,32.08,31.259,30.466,29.703,28.969,28.264,27.588,26.941,26.324,25.735,25.175,24.645,24.143,23.671,42.008,46.071,50.131,54.191,58.25,62.307,66.363,70.417,74.471,78.523,82.574,86.624,90.672,94.72,98.766,102.81,106.85,111.49,116.06,120.5,125.01,129.47,133.65,137.84,141.72,145.61,148.96,152,155.14,157.77,160.5,163.05,165.32,167.21,169.06,170.71,172.29,173.49,174.58,175.56,176.49,177.2,177.57,177.91,177.94,177.68,177.27,176.68,176.12,175.39,174.49,173.34,172.04,170.43,168.63,166.74,164.5,162.37,159.73,157.14,154.45,151.55,148.58,145.35,142.13,138.74,135.24,131.47,127.74,123.95,120.14,116,112.19,108.01,103.95,99.919,95.734,91.676,87.715,83.83,80.156,76.529,72.933,69.368,66.207,63.152,60.203,57.359,54.621,51.989,49.462,47.04,44.725,42.514,40.41,38.411,36.518,34.73,33.048,31.471,110.37,114.43,118.48,122.53,126.58,130.62,134.66,138.69,142.72,146.75,150.77,154.78,158.79,162.8,166.8,170.8,174.79,179.41,183.82,188.24,192.78,197.11,201.19,205.31,209.1,212.83,216.22,219.33,222.38,224.96,227.62,230.04,232.42,234.25,236.03,237.66,239.37,240.59,241.67,242.71,243.57,244.42,244.85,245.27,245.31,245.3,245.03,244.47,244.01,243.22,242.18,241.21,239.93,238.25,236.55,234.67,232.51,230.39,227.92,225.3,222.64,219.66,216.65,213.45,210.31,206.84,203.42,199.82,196.13,192.3,188.56,184.58,180.76,176.61,172.45,168.43,164.19,160.2,156.23,152.19,148.46,144.68,141.07,137.56,134.37,131.29,128.31,125.43,122.66,119.99,117.43,114.97,112.61,110.36,108.21,106.16,104.22,102.38,100.65,99.018,1
25.471,26.652,27.834,29.015,30.197,31.38,32.563,33.746,34.929,36.113,37.297,38.482,39.667,40.852,42.038,43.224,44.41,45.764,47.123,48.44,49.756,51.054,52.348,53.59,54.781,55.867,56.909,57.908,58.799,59.624,60.366,61.064,61.665,62.26,62.745,63.221,63.628,64.032,64.332,64.621,64.857,65.051,65.119,65.263,65.235,65.205,65.16,65.022,64.825,64.579,64.278,63.916,63.539,63.117,62.577,61.975,61.387,60.672,59.965,59.161,58.284,57.405,56.508,55.561,54.573,53.574,52.541,51.512,50.405,49.294,48.188,47.076,45.919,44.764,43.605,42.499,41.346,40.245,39.126,38.02,36.912,35.898,34.821,33.825,32.924,32.053,31.212,30.401,29.62,28.87,28.149,27.459,26.798,26.168,25.568,24.997,24.457,23.947,23.467,23.018,38.299,42.258,46.227,50.207,54.196,58.196,62.206,66.227,70.258,74.299,78.351,82.412,86.484,90.567,94.659,98.762,102.88,107.52,112.22,116.86,121.49,126.03,130.61,134.85,139.04,142.75,146.52,150.17,153.32,156.28,158.94,161.43,163.64,165.84,167.45,169.2,170.62,172.1,173.15,174.29,175.09,175.78,175.96,176.38,176.33,176.19,175.91,175.34,174.59,173.77,172.84,171.46,170.02,168.49,166.7,164.6,162.55,160.05,157.71,154.8,151.64,148.63,145.49,142.28,138.79,135.22,131.55,128.04,124.16,120.42,116.59,112.7,108.66,104.78,100.68,96.799,92.85,88.997,85.006,81.039,77.255,73.703,70.05,66.577,63.428,60.384,57.445,54.612,51.885,49.263,46.746,44.336,42.03,39.831,37.736,35.748,33.865,32.087,30.415,28.849,104.68,108.86,113.04,117.22,121.4,125.58,129.76,133.94,138.12,142.29,146.47,150.65,154.82,159,163.17,167.34,171.52,176.26,181.06,185.7,190.3,194.8,199.37,203.68,207.78,211.61,215.22,218.74,221.84,224.7,227.36,229.75,231.87,233.92,235.7,237.38,238.87,240.25,241.2,242.18,243.04,243.72,244.02,244.52,244.42,244.32,244.19,243.71,243.08,242.23,241.16,239.84,238.5,237.04,235.19,233.03,230.99,228.54,226.05,223.27,220.21,217.14,214.01,210.64,207.15,203.66,200.04,196.41,192.5,188.52,184.63,180.74,176.7,172.6,168.51,164.55,160.47,156.63,152.69,148.82,144.96,141.35,137.61,134.15,131,127.96,125.03,122.2,119.49,116.88,114.39,112,109.71,107.54,105.48,103.52,101.67,99.934,98.304,96.781,1
26.424,27.609,28.79,29.97,31.147,32.322,33.494,34.665,35.832,36.998,38.161,39.322,40.481,41.637,42.792,43.943,45.093,46.377,47.669,48.983,50.216,51.493,52.666,53.817,54.905,55.941,56.899,57.843,58.694,59.508,60.245,60.932,61.606,62.203,62.758,63.22,63.642,64.031,64.364,64.663,64.956,65.141,65.233,65.315,65.319,65.314,65.241,65.175,65.009,64.799,64.572,64.26,63.883,63.496,63.018,62.464,61.805,61.141,60.425,59.636,58.769,57.947,57.063,56.117,55.178,54.18,53.137,52.061,50.943,49.855,48.734,47.594,46.421,45.254,44.046,42.891,41.769,40.644,39.539,38.441,37.373,36.32,35.347,34.333,33.44,32.576,31.742,30.938,30.163,29.418,28.703,28.018,27.362,26.736,26.14,25.573,25.036,24.529,24.052,23.604,40.411,44.623,48.822,53.008,57.182,61.343,65.491,69.626,73.749,77.858,81.955,86.039,90.111,94.169,98.215,102.25,106.27,110.6,115.16,119.71,124.01,128.38,132.38,136.32,140.25,143.87,147.27,150.67,153.69,156.54,159.11,161.53,163.79,165.85,167.69,169.24,170.63,172.11,173.29,174.31,175.23,175.85,176.23,176.41,176.41,176.38,176.09,175.84,175.26,174.49,173.76,172.65,171.31,169.9,168.33,166.58,164.37,162.07,159.68,156.95,153.8,150.88,147.67,144.37,140.98,137.58,133.87,130.08,126.24,122.46,118.41,114.44,110.21,106.21,101.95,97.828,93.84,89.972,86.039,82.02,78.26,74.653,71.301,67.841,64.711,61.684,58.759,55.938,53.219,50.603,48.091,45.681,43.374,41.17,39.069,37.071,35.175,33.383,31.694,30.107,108.98,113.12,117.25,121.36,125.48,129.58,133.67,137.75,141.83,145.9,149.95,154,158.04,162.07,166.09,170.1,174.11,178.62,183.09,187.71,192.03,196.42,200.47,204.46,208.18,211.79,215.15,218.42,221.35,224.11,226.66,229.05,231.4,233.52,235.5,237.08,238.51,239.93,241.09,242.08,243.11,243.77,244.13,244.44,244.43,244.44,244.18,244.02,243.53,242.79,242.03,240.96,239.64,238.33,236.65,234.77,232.48,230.16,227.67,224.89,221.84,218.99,215.9,212.59,209.3,205.84,202.22,198.45,194.55,190.76,186.77,182.75,178.62,174.54,170.26,166.21,162.21,158.29,154.39,150.54,146.74,143.01,139.64,136.04,132.93,129.92,127.02,124.23,121.55,118.98,116.52,114.17,111.93,109.79,107.77,105.86,104.05,102.36,100.78,99.301,1
27.105,28.254,29.402,30.549,31.695,32.84,33.984,35.127,36.269,37.41,38.549,39.688,40.825,41.962,43.097,44.232,45.365,46.682,47.91,49.2,50.468,51.728,52.885,54.057,55.145,56.223,57.2,58.074,58.899,59.687,60.404,61.132,61.772,62.391,62.917,63.398,63.848,64.286,64.606,64.916,65.142,65.314,65.471,65.55,65.58,65.553,65.497,65.396,65.24,64.992,64.72,64.454,64.083,63.65,63.144,62.586,61.958,61.308,60.581,59.81,59.03,58.205,57.346,56.416,55.515,54.525,53.515,52.458,51.406,50.342,49.212,48.085,46.941,45.736,44.564,43.397,42.225,41.103,39.947,38.796,37.711,36.67,35.661,34.635,33.734,32.864,32.024,31.214,30.435,29.687,28.969,28.281,27.624,26.997,26.401,25.835,25.3,24.795,24.32,23.876,42.193,46.332,50.461,54.578,58.683,62.777,66.859,70.93,74.99,79.038,83.074,87.1,91.113,95.116,99.106,103.09,107.05,111.68,115.88,120.49,124.95,129.23,133.3,137.43,141.03,144.67,147.97,151.06,153.91,156.53,158.94,161.38,163.6,165.78,167.62,169.4,171.1,172.64,173.76,174.93,175.64,176.22,176.91,177.19,177.49,177.41,177.22,176.84,176.48,175.59,174.69,173.8,172.6,171.01,169.32,167.41,165.14,163.05,160.57,157.96,155.3,152.37,149.35,146.04,143,139.56,136.09,132.36,128.66,124.83,120.81,116.73,112.65,108.55,104.5,100.34,96.355,92.289,88.256,84.317,80.546,76.828,73.291,69.63,66.459,63.394,60.436,57.584,54.839,52.2,49.667,47.241,44.922,42.708,40.601,38.601,36.707,34.919,33.238,31.664,110.59,114.69,118.77,122.85,126.93,130.99,135.04,139.09,143.13,147.16,151.18,155.19,159.19,163.19,167.18,171.16,175.13,179.76,184.03,188.51,192.88,197.23,201.19,205.28,209.1,212.89,216.29,219.31,222.08,224.79,227.24,229.73,231.92,234.09,235.95,237.63,239.21,240.68,241.77,242.92,243.75,244.43,244.93,245.26,245.38,245.31,245.09,244.7,244.19,243.4,242.4,241.47,240.14,238.6,236.85,234.93,232.68,230.37,227.75,225.03,222.27,219.39,216.39,213.18,210.09,206.67,203.1,199.47,195.74,192.04,188.17,184.27,180.26,176.06,171.96,167.91,163.78,159.88,155.82,151.84,148.04,144.42,140.89,137.33,134.18,131.13,128.18,125.34,122.6,119.96,117.43,115,112.67,110.45,108.33,106.31,104.39,102.58,100.88,99.273,1
